Age,Income,LoanAmount,Tenure,InterestRate,NumDependents,CreditScore,PreviousDefaults,EmploymentType,Region,Default
61,140703,888574,12,9.02,2,760,1,Salaried,Rural,0
57,71549,630595,60,15.08,2,623,0,Salaried,Urban,0
26,88794,185565,24,17.38,3,440,0,Salaried,Urban,1
46,60113,829383,12,15.7,2,561,1,Salaried,Urban,1
54,89069,362229,12,8.34,0,719,3,Self-employed,Semiurban,0
26,140541,608516,72,17.35,4,540,2,Self-employed,Rural,1
57,24686,785036,24,16.23,0,654,1,Salaried,Urban,1
53,68363,474871,60,9.24,4,888,1,Salaried,Urban,0
42,112543,617760,12,8.07,3,479,0,Self-employed,Urban,0
41,146733,885869,60,13.63,2,365,0,Self-employed,Semiurban,0
26,110673,896143,48,9.22,2,647,0,Self-employed,Urban,0
26,57828,187888,60,16.68,2,470,1,Self-employed,Urban,1
24,63604,127175,36,11.44,4,773,1,Salaried,Semiurban,0
50,25526,638595,36,17.54,2,833,1,Self-employed,Semiurban,1
31,83910,358877,60,13.72,0,666,1,Self-employed,Urban,0
50,40592,964634,36,9.51,2,406,0,Self-employed,Urban,0
51,43982,145028,48,9.04,3,738,1,Self-employed,Semiurban,0
44,15207,559666,24,13.84,0,526,0,Salaried,Rural,0
29,103733,192312,36,15.88,2,743,1,Salaried,Semiurban,1
23,139982,541450,36,16.1,2,741,1,Salaried,Rural,1
51,83619,142493,60,10.53,1,695,0,Salaried,Urban,0
60,61479,175149,48,9.75,4,880,0,Salaried,Urban,0
57,96437,803704,24,7.68,0,383,0,Salaried,Rural,0
56,113540,252435,60,14.97,1,850,2,Self-employed,Semiurban,0
44,87982,213834,60,8.34,3,312,0,Self-employed,Urban,0
51,117747,320403,72,12.13,4,792,1,Self-employed,Rural,0
26,63231,231211,48,14.12,0,567,0,Self-employed,Semiurban,0
22,44301,965207,24,17.81,2,824,0,Salaried,Rural,0
40,33752,326993,48,10.93,0,419,1,Self-employed,Semiurban,1
48,113452,393912,24,10.25,2,652,0,Salaried,Semiurban,0
31,136237,418252,48,14.7,4,356,2,Self-employed,Semiurban,1
24,71273,926141,60,14.31,2,339,0,Self-employed,Semiurban,0
35,106878,367013,60,11.15,3,635,0,Self-employed,Rural,0
26,19895,963320,12,17.71,2,472,0,Salaried,Rural,1
50,134968,113095,36,16.79,3,846,1,Self-employed,Rural,0
58,130700,167886,72,9.96,4,558,2,Salaried,Rural,1
22,91559,907342,48,10.13,4,816,0,Salaried,Rural,0
35,25699,529926,72,13.14,0,822,1,Self-employed,Semiurban,0
31,24715,335711,12,16.01,3,416,1,Salaried,Urban,1
28,34169,85292,36,7.98,3,483,1,Salaried,Urban,1
46,133413,124813,48,15.13,1,415,1,Self-employed,Rural,1
64,134264,671424,24,14.63,1,461,1,Self-employed,Rural,1
25,20782,625919,36,10.05,1,878,0,Self-employed,Urban,0
26,139481,59885,60,14.99,2,842,0,Self-employed,Semiurban,0
46,50585,235378,12,17.84,1,886,0,Self-employed,Rural,0
24,45682,902746,36,8.01,3,536,0,Self-employed,Semiurban,0
39,144992,377231,36,11.02,2,365,0,Salaried,Urban,0
40,99416,472381,60,12.32,4,369,1,Self-employed,Urban,1
53,142810,510244,48,17.39,0,746,0,Self-employed,Rural,0
40,53067,932430,24,18.08,1,715,1,Salaried,Semiurban,1
32,33073,624100,60,12.39,4,831,0,Self-employed,Rural,0
21,51035,755860,24,15.75,3,740,2,Salaried,Urban,1
46,105373,522367,48,13.35,0,763,1,Self-employed,Semiurban,0
34,98362,370787,36,13.42,4,695,1,Self-employed,Rural,0
58,105517,94900,24,10.56,0,850,1,Salaried,Rural,0
57,80450,486162,12,9.89,1,856,3,Self-employed,Rural,0
31,25382,451067,12,10.67,3,694,0,Salaried,Urban,0
56,76929,852720,60,13.62,0,625,1,Self-employed,Rural,0
33,113864,122692,48,7.82,4,390,0,Self-employed,Semiurban,0
63,40169,510796,60,17.48,1,369,2,Salaried,Rural,1
23,102468,450584,60,9.22,1,465,1,Self-employed,Urban,1
53,49594,921868,72,9.92,4,513,0,Self-employed,Rural,0
26,60033,801496,60,13.2,4,634,0,Salaried,Urban,0
30,78133,96403,72,15.31,0,668,1,Self-employed,Urban,0
25,88861,665458,12,8.55,2,883,0,Salaried,Semiurban,0
43,46750,845600,12,10.99,1,348,1,Self-employed,Semiurban,1
30,55461,362023,60,18.16,0,351,1,Salaried,Rural,1
64,93222,109871,12,10.39,4,588,1,Self-employed,Urban,1
22,127020,532604,48,10.94,0,538,0,Salaried,Urban,0
33,39226,541862,72,16.7,4,432,0,Salaried,Semiurban,1
60,21721,82174,72,8.05,3,465,0,Self-employed,Semiurban,0
22,35609,805111,60,12.61,4,673,1,Self-employed,Rural,0
40,145513,273563,12,11.68,4,672,1,Salaried,Urban,0
21,119211,187653,24,10.98,4,777,0,Self-employed,Semiurban,0
57,139865,160155,72,10.64,2,778,2,Salaried,Rural,0
29,89520,383997,60,8.51,4,890,1,Self-employed,Urban,0
37,79309,900478,60,10.96,1,599,0,Self-employed,Urban,0
29,44984,361822,48,7.97,1,381,2,Salaried,Semiurban,1
31,133947,551608,36,16.09,0,386,2,Salaried,Rural,1
35,20901,863081,36,11.88,2,524,1,Self-employed,Semiurban,1
44,46055,177795,72,12.38,0,315,1,Self-employed,Rural,1
58,129099,138668,48,17.33,1,657,1,Self-employed,Urban,0
55,26138,787685,48,14.74,1,462,1,Self-employed,Rural,1
50,38429,719927,48,7.59,3,813,0,Self-employed,Rural,0
51,65200,523620,72,17.87,4,649,3,Salaried,Rural,0
25,116268,926338,36,10.11,1,763,0,Self-employed,Rural,0
64,32347,813429,48,8.68,0,674,1,Self-employed,Rural,0
34,46822,670307,12,15.95,0,391,1,Salaried,Semiurban,1
31,55108,914434,60,13.01,4,480,0,Salaried,Rural,0
29,143955,603091,60,12.27,4,600,0,Salaried,Rural,0
54,22967,723590,24,10.24,3,488,0,Self-employed,Urban,0
32,125719,723222,24,13.52,2,613,1,Salaried,Rural,0
55,26871,486571,72,10.52,0,792,0,Salaried,Urban,0
55,43179,998763,72,17.42,4,427,0,Salaried,Semiurban,1
21,70099,280147,60,9.87,0,818,1,Salaried,Semiurban,0
60,50262,605083,12,17.23,4,725,1,Self-employed,Rural,0
42,93213,557820,36,13.65,1,858,4,Self-employed,Semiurban,0
49,132407,320914,36,16.61,0,864,0,Self-employed,Rural,0
28,101269,585381,72,15.34,1,486,0,Salaried,Semiurban,1
31,75545,443409,12,15.16,0,849,3,Salaried,Rural,1
61,54922,412455,72,11.07,2,752,1,Salaried,Rural,0
57,57913,329713,36,10.07,3,770,0,Salaried,Urban,0
34,112033,847622,72,9.82,1,864,0,Salaried,Urban,0
50,119792,899256,48,16.93,4,523,0,Salaried,Urban,1
55,134863,748112,72,16.52,2,453,1,Self-employed,Urban,1
41,59936,737687,60,12.35,0,859,0,Self-employed,Rural,0
57,43141,354214,72,8.96,1,650,2,Salaried,Semiurban,0
25,112359,614485,60,11.7,0,446,0,Self-employed,Rural,0
39,138279,576549,12,14.31,0,875,2,Salaried,Urban,0
34,56568,207584,36,12.5,0,648,1,Salaried,Urban,0
46,112539,974220,24,16.08,3,481,0,Self-employed,Semiurban,1
24,61851,398939,24,18.47,3,478,2,Salaried,Urban,1
45,69823,341077,36,9.6,4,338,3,Self-employed,Rural,1
62,38312,709738,24,12.56,1,302,1,Salaried,Rural,1
45,113723,614871,72,12.24,2,363,1,Salaried,Rural,1
38,27411,424226,12,10.85,2,328,0,Self-employed,Rural,0
60,72009,921803,12,9.68,2,671,1,Salaried,Rural,0
28,47371,734393,36,8.22,0,822,0,Salaried,Semiurban,0
59,72022,467216,24,17.26,3,396,0,Salaried,Rural,1
60,86229,161032,72,12.12,1,741,1,Self-employed,Urban,0
34,114071,256940,12,12.97,0,502,1,Salaried,Urban,1
52,111774,354748,12,17.59,3,710,0,Salaried,Urban,0
58,41715,511552,48,16.04,3,320,0,Salaried,Urban,1
53,42605,931506,48,8.94,1,850,0,Self-employed,Semiurban,0
43,114853,276727,12,13.72,1,401,0,Self-employed,Urban,0
35,46174,123869,36,12.36,1,345,0,Self-employed,Semiurban,0
53,91373,841842,60,16.27,0,365,2,Self-employed,Urban,1
45,84252,919807,60,15.47,4,463,0,Self-employed,Semiurban,1
37,85017,761404,72,15.09,1,410,1,Salaried,Semiurban,1
53,78037,768675,12,11.25,4,637,0,Self-employed,Semiurban,0
22,104818,932487,12,16.35,0,422,1,Self-employed,Urban,1
34,21548,252416,12,8.08,4,746,1,Salaried,Semiurban,0
60,131981,974300,36,9.26,2,590,0,Self-employed,Rural,0
60,39022,661004,48,11.19,4,711,1,Salaried,Rural,0
